timestamp,ramp_type,expected_change,probability,threshold,affected_turbines,method,confirmed,verification_status
2026-03-01T12:20:00.000000000,ramp_down,-1.0215,0.2043,0.1,TB07,heuristic_screening,False,SCREENING_ONLY
2026-03-02T06:20:00.000000000,ramp_up,1.117,0.2234,0.1,TB07,heuristic_screening,False,SCREENING_ONLY
2026-03-06T13:20:00.000000000,ramp_up,1.0861,0.2172,0.1,TB07,heuristic_screening,False,SCREENING_ONLY
2026-04-01T00:00:00.000000000,ramp_up,1.6835,0.3367,0.1,TB07,heuristic_screening,False,SCREENING_ONLY
2026-05-26T17:00:00.000000000,ramp_up,1.6778,0.3356,0.1,TB07,heuristic_screening,False,SCREENING_ONLY
2026-05-26T18:10:00.000000000,ramp_down,-1.5195,0.3039,0.1,TB07,heuristic_screening,False,SCREENING_ONLY
2026-05-26T18:30:00.000000000,ramp_up,1.3516,0.2703,0.1,TB07,heuristic_screening,False,SCREENING_ONLY
2026-05-26T18:40:00.000000000,ramp_down,-1.1869,0.2374,0.1,TB07,heuristic_screening,False,SCREENING_ONLY
2026-05-27T15:00:00.000000000,ramp_down,-1.0543,0.2109,0.1,TB07,heuristic_screening,False,SCREENING_ONLY
2026-05-29T01:20:00.000000000,ramp_up,1.2826,0.2565,0.1,TB07,heuristic_screening,False,SCREENING_ONLY
2026-05-30T11:50:00.000000000,ramp_down,-1.0268,0.2054,0.1,TB07,heuristic_screening,False,SCREENING_ONLY
2026-06-02T00:00:00.000000000,ramp_down,-1.5892,0.3178,0.1,TB07,heuristic_screening,False,SCREENING_ONLY
2026-06-03T12:10:00.000000000,ramp_down,-1.0524,0.2105,0.1,TB07,heuristic_screening,False,SCREENING_ONLY
2026-07-01T00:00:00.000000000,ramp_up,1.1284,0.2257,0.1,TB07,heuristic_screening,False,SCREENING_ONLY
2026-07-02T00:00:00.000000000,ramp_down,-1.6404,0.3281,0.1,TB07,heuristic_screening,False,SCREENING_ONLY
2026-07-22T15:10:00.000000000,ramp_down,-1.0393,0.2079,0.1,TB07,heuristic_screening,False,SCREENING_ONLY
2026-02-13T16:40:00.000000000,ramp_down,-1.3597,0.2719,0.1,TB08,heuristic_screening,False,SCREENING_ONLY
2026-02-25T21:50:00.000000000,ramp_down,-1.0684,0.2137,0.1,TB08,heuristic_screening,False,SCREENING_ONLY
2026-03-01T00:00:00.000000000,ramp_up,1.3513,0.2703,0.1,TB08,heuristic_screening,False,SCREENING_ONLY
2026-03-01T12:00:00.000000000,ramp_up,1.0364,0.2073,0.1,TB08,heuristic_screening,False,SCREENING_ONLY
2026-03-13T01:40:00.000000000,ramp_up,1.3038,0.2608,0.1,TB08,heuristic_screening,False,SCREENING_ONLY
2026-03-13T18:50:00.000000000,ramp_down,-1.1118,0.2224,0.1,TB08,heuristic_screening,False,SCREENING_ONLY
2026-03-15T21:20:00.000000000,ramp_down,-1.0039,0.2008,0.1,TB08,heuristic_screening,False,SCREENING_ONLY
2026-04-01T00:00:00.000000000,ramp_up,1.1708,0.2342,0.1,TB08,heuristic_screening,False,SCREENING_ONLY
2026-05-26T17:00:00.000000000,ramp_up,1.3552,0.271,0.1,TB08,heuristic_screening,False,SCREENING_ONLY
2026-05-26T18:30:00.000000000,ramp_up,1.3329,0.2666,0.1,TB08,heuristic_screening,False,SCREENING_ONLY
2026-05-26T18:40:00.000000000,ramp_down,-1.2185,0.2437,0.1,TB08,heuristic_screening,False,SCREENING_ONLY
2026-06-02T00:00:00.000000000,ramp_down,-1.6207,0.3241,0.1,TB08,heuristic_screening,False,SCREENING_ONLY
2026-06-05T00:00:00.000000000,ramp_up,1.0164,0.2033,0.1,TB08,heuristic_screening,False,SCREENING_ONLY
2026-06-25T15:40:00.000000000,ramp_down,-1.5416,0.3083,0.1,TB08,heuristic_screening,False,SCREENING_ONLY
2026-06-25T16:00:00.000000000,ramp_up,1.8877,0.3775,0.1,TB08,heuristic_screening,False,SCREENING_ONLY
2026-06-25T16:20:00.000000000,ramp_down,-1.2819,0.2564,0.1,TB08,heuristic_screening,False,SCREENING_ONLY
2026-06-25T17:10:00.000000000,ramp_up,1.3695,0.2739,0.1,TB08,heuristic_screening,False,SCREENING_ONLY
2026-06-26T15:50:00.000000000,ramp_down,-1.5842,0.3168,0.1,TB08,heuristic_screening,False,SCREENING_ONLY
2026-06-26T16:10:00.000000000,ramp_up,1.8297,0.3659,0.1,TB08,heuristic_screening,False,SCREENING_ONLY
2026-07-01T00:00:00.000000000,ramp_up,1.1412,0.2282,0.1,TB08,heuristic_screening,False,SCREENING_ONLY
2026-07-02T00:00:00.000000000,ramp_down,-1.2462,0.2492,0.1,TB08,heuristic_screening,False,SCREENING_ONLY
2026-07-22T15:00:00.000000000,ramp_down,-1.4194,0.2839,0.1,TB08,heuristic_screening,False,SCREENING_ONLY
2026-07-24T16:30:00.000000000,ramp_up,1.2079,0.2416,0.1,TB08,heuristic_screening,False,SCREENING_ONLY
2026-01-23T12:00:00.000000000,ramp_down,-1.0129,0.2026,0.1,TB09,heuristic_screening,False,SCREENING_ONLY
2026-02-05T12:50:00.000000000,ramp_down,-1.7004,0.3401,0.1,TB09,heuristic_screening,False,SCREENING_ONLY
2026-02-05T13:30:00.000000000,ramp_up,1.8947,0.3789,0.1,TB09,heuristic_screening,False,SCREENING_ONLY
2026-02-05T14:30:00.000000000,ramp_down,-1.7004,0.3401,0.1,TB09,heuristic_screening,False,SCREENING_ONLY
2026-02-05T15:50:00.000000000,ramp_up,1.8717,0.3743,0.1,TB09,heuristic_screening,False,SCREENING_ONLY
2026-02-05T17:10:00.000000000,ramp_down,-1.8876,0.3775,0.1,TB09,heuristic_screening,False,SCREENING_ONLY
2026-02-16T11:40:00.000000000,ramp_up,1.181,0.2362,0.1,TB09,heuristic_screening,False,SCREENING_ONLY
2026-02-18T16:00:00.000000000,ramp_up,1.2929,0.2586,0.1,TB09,heuristic_screening,False,SCREENING_ONLY
2026-03-01T00:00:00.000000000,ramp_up,1.1434,0.2287,0.1,TB09,heuristic_screening,False,SCREENING_ONLY
2026-03-05T15:40:00.000000000,ramp_down,-1.2435,0.2487,0.1,TB09,heuristic_screening,False,SCREENING_ONLY
2026-03-05T16:10:00.000000000,ramp_up,1.0826,0.2165,0.1,TB09,heuristic_screening,False,SCREENING_ONLY
2026-04-05T13:00:00.000000000,ramp_down,-1.6759,0.3352,0.1,TB09,heuristic_screening,False,SCREENING_ONLY
2026-04-05T20:20:00.000000000,ramp_up,1.6669,0.3334,0.1,TB09,heuristic_screening,False,SCREENING_ONLY
2026-04-25T11:30:00.000000000,ramp_up,1.4599,0.292,0.1,TB09,heuristic_screening,False,SCREENING_ONLY
2026-04-25T11:50:00.000000000,ramp_down,-1.3411,0.2682,0.1,TB09,heuristic_screening,False,SCREENING_ONLY
